"","Local.authority","year","Universal.Credit","Child.Tax.Credit","affected_population","percent_impacted","children_in_care","children_in_care_1_under","children_in_care_1_4","children_in_care_5_9","children_in_care_10_15","children_in_care_16plus","started_under_1","started_1_to_4","started_5_to_9","started_10_to_15","started_over_16","Anypoint_child_rate","Referrals_rate","under_19_population","under_5_population"
"695","EAST RIDING OF YORKSHIRE",2018,0,"210",2805,7.48663101604278,312,"20","44","65","119","64","25","20","20","33","11","664.6","443.5",65376,15179
"696","EAST RIDING OF YORKSHIRE",2019,70,"440",5585,9.13160250671441,334,"14","47","66","137","70","20","17","23","37","27","683.3","490.8",65112,14977
"697","EAST RIDING OF YORKSHIRE",2020,430,"430",8422,10.2113512229874,340,"12","49","68","141","70","18","23","28","34","16","736","537.5",64851,14781
"698","EAST RIDING OF YORKSHIRE",2021,650,"390",11437,9.09329369589927,344,"18","58","61","135","72","26","22","12","24","16","632.5","350.7",64964,14681
"699","EAST RIDING OF YORKSHIRE",2022,820,"330",14602,7.87563347486646,325,"15","54","52","138","66","20","17","14","26","17","560.7","374.9",65432,14602
"700","EAST RIDING OF YORKSHIRE",2023,1090,"280",17957,7.62933674890015,350,"23","51","51","127","98","29","23","18","33","48","587","373.3",65832,14656
"701","EAST RIDING OF YORKSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"498.8","323.6",NA,NA
"702","EAST SUSSEX",2010,NA,NA,NA,NA,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","EAST SUSSEX",2011,NA,NA,NA,NA,587,"39","115","109","219","105","55","55","49","65","x",NA,NA,110670,27558
"704","EAST SUSSEX",2012,NA,NA,NA,NA,618,"42","135","120","221","100","60","59","42","42","9",NA,NA,110865,27950
"705","EAST SUSSEX",2013,NA,NA,NA,NA,598,"43","107","129","224","95","52","31","45","39","9","1058.5","928.7",110504,27905
"706","EAST SUSSEX",2014,NA,NA,NA,NA,575,"40","100","122","221","92","54","49","35","38","11","1003","713.2",110571,27800
"707","EAST SUSSEX",2015,NA,NA,NA,NA,545,"26","75","127","219","98","36","33","37","36","13","693.6","382.3",110895,27815
"708","EAST SUSSEX",2016,NA,NA,NA,NA,544,"31","57","123","240","93","48","36","39","43","17","572.1","306",110530,27277
"709","EAST SUSSEX",2017,NA,NA,NA,NA,558,"27","62","119","223","127","44","45","35","45","25","486.4","352.7",109971,26811
"710","EAST SUSSEX",2018,6,"80",4963,1.73282288938142,601,"36","82","119","228","136","52","45","37","47","22","531.8","420.8",109237,26251
"711","EAST SUSSEX",2019,42,"166",9759,2.1313659186392,589,"29","79","113","249","119","43","35","31","51","33","533","417.3",108870,25757
"712","EAST SUSSEX",2020,164,"170",14570,2.29238160603981,580,"23","69","121","238","129","38","30","30","50","26","559.7","404.9",107982,25213
"713","EAST SUSSEX",2021,252,"150",19599,2.05112505740089,610,"22","77","104","250","157","33","37","34","58","42","567.9","373.4",107678,24888
"714","EAST SUSSEX",2022,330,"132",24824,1.86110215920077,627,"22","83","113","259","150","30","45","47","56","58","615.5","421",108596,24824
"715","EAST SUSSEX",2023,436,"116",30053,1.83675506604998,661,"28","75","116","266","176","34","38","30","69","70","569.3","380.6",109450,24553
"716","EAST SUSSEX",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"540.6","416.1",NA,NA
"717","ENFIELD",2010,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","ENFIELD",2011,NA,NA,NA,NA,303,"14","49","47","120","73","19","39","24","74","23",NA,NA,83091,24664
"719","ENFIELD",2012,NA,NA,NA,NA,309,"16","49","49","120","75","23","28","33","58","21",NA,NA,84549,25129
"720","ENFIELD",2013,NA,NA,NA,NA,300,"18","48","41","116","77","23","26","31","53","25","502.9","335.1",85604,25130
"721","ENFIELD",2014,NA,NA,NA,NA,299,"13","47","37","108","94","24","20","20","67","45","517","345.2",86835,25192
"722","ENFIELD",2015,NA,NA,NA,NA,358,"15","40","52","122","129","26","21","34","84","74","566.5","416.7",88146,25267
"723","ENFIELD",2016,NA,NA,NA,NA,359,"x","41","58","129","126","17","35","30","72","67","628.5","495.6",88380,24619
"724","ENFIELD",2017,NA,NA,NA,NA,325,"6","26","54","128","111","20","18","28","65","52","579.4","488.3",88394,23835
"725","ENFIELD",2018,0,"570",4694,12.1431614827439,330,"15","21","59","118","117","27","16","30","56","45","529.1","548.6",88404,23481
"726","ENFIELD",2019,110,"1090",9100,13.1868131868132,374,"11","32","66","128","137","19","23","27","71","77","729.6","914.6",88246,23125
"727","ENFIELD",2020,600,"1170",13291,13.3172823715296,372,"18","39","56","133","126","28","31","31","66","74","818.8","888.2",87761,22623
"728","ENFIELD",2021,1100,"1150",16525,13.6157337367625,375,"28","45","56","136","110","34","27","26","57","43","609.9","498.5",86137,21025
"729","ENFIELD",2022,1550,"1100",20607,12.859707866259,383,"23","58","53","144","105","38","37","28","51","59","692.4","630.8",85575,20607
"730","ENFIELD",2023,2110,"980",24536,12.5937398108901,423,"19","76","45","166","117","32","31","18","72","74","710.4","589.6",85053,20239
"731","ENFIELD",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"676.4","573.7",NA,NA
"732","ESSEX",2010,NA,NA,NA,NA,1438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","ESSEX",2011,NA,NA,NA,NA,1582,"77","259","286","578","382","101","115","93","166","107",NA,NA,313112,81996
"734","ESSEX",2012,NA,NA,NA,NA,1483,"72","232","273","561","345","108","122","90","158","83",NA,NA,314301,83449
"735","ESSEX",2013,NA,NA,NA,NA,1260,"54","167","226","499","314","74","63","50","125","60","415.8","350.3",315159,84039
"736","ESSEX",2014,NA,NA,NA,NA,1137,"39","119","180","465","334","59","65","68","101","81","402.5","427.5",317132,84588
"737","ESSEX",2015,NA,NA,NA,NA,1027,"37","74","163","431","322","65","60","56","115","106","358.9","465.2",319034,85052
"738","ESSEX",2016,NA,NA,NA,NA,1004,"44","94","138","435","293","76","67","48","109","123","370.9","443.2",321128,85084
"739","ESSEX",2017,NA,NA,NA,NA,1012,"46","100","140","453","273","78","75","71","152","106","333.7","327.9",322559,84608
"740","ESSEX",2018,0,"100.833333333333",16398,0.614912387689554,1016,"53","96","146","435","286","83","70","68","126","109","354.7","298.8",323918,84213
"741","ESSEX",2019,32.5,"200",32712,0.710748349229641,1060,"48","89","150","445","328","71","70","73","138","141","322.5","288.5",325991,83989
"742","ESSEX",2020,182.5,"194.166666666667",48978,0.769052771992868,1073,"45","83","180","437","328","59","49","78","124","133","294","259.8",327009,83356
"743","ESSEX",2021,295,"174.166666666667",65657,0.714572195907012,1080,"44","105","166","441","324","71","52","45","107","113","275.9","231.6",329589,82899
"744","ESSEX",2022,384.166666666667,"155.833333333333",83786,0.644499080992051,1118,"65","113","175","406","359","76","46","52","95","186","267.2","220.5",334683,83786
"745","ESSEX",2023,507.5,"133.333333333333",101853,0.629174725666729,1164,"43","137","181","429","374","62","48","58","138","213","262.5","209",339713,83715
"746","ESSEX",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"257.2","194.8",NA,NA
"747","FLINTSHIRE",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34510,9312
"748","FLINTSHIRE",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34244,9164
"749","FLINTSHIRE",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33949,8848
"750","FLINTSHIRE",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33691,8753
"751","FLINTSHIRE",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33469,8450
"752","FLINTSHIRE",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33285,8288
"753","FLINTSHIRE",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33239,8209
"754","FLINTSHIRE",2018,NA,NA,1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33047,8084
"755","FLINTSHIRE",2019,NA,NA,3034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32993,7913
"756","FLINTSHIRE",2020,NA,NA,4467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32739,7721
"757","FLINTSHIRE",2021,NA,NA,5933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32551,7572
"758","FLINTSHIRE",2022,NA,NA,7499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32604,7499
"759","FLINTSHIRE",2023,NA,NA,9015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32566,7402
"760","GATESHEAD",2010,NA,NA,NA,NA,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","GATESHEAD",2011,NA,NA,NA,NA,365,"21","81","74","134","55","28","59","41","55","x",NA,NA,42824,11858
"762","GATESHEAD",2012,NA,NA,NA,NA,384,"24","78","75","138","69","32","40","28","56","8",NA,NA,42531,11798
"763","GATESHEAD",2013,NA,NA,NA,NA,388,"23","80","84","138","63","31","53","34","40","9","709.4","635.9",42430,11746
"764","GATESHEAD",2014,NA,NA,NA,NA,358,"22","72","71","137","56","44","41","30","47","9","712","609.4",42484,11611
"765","GATESHEAD",2015,NA,NA,NA,NA,340,"20","46","72","130","72","36","47","43","55","15","636.3","439.2",42246,11552
"766","GATESHEAD",2016,NA,NA,NA,NA,343,"25","40","75","126","77","41","49","52","50","12","603","526.2",42175,11366
"767","GATESHEAD",2017,NA,NA,NA,NA,380,"17","50","94","143","76","31","50","52","43","17","642.4","499.6",41634,11167
"768","GATESHEAD",2018,0,"210",2021,10.3908955962395,395,"17","64","91","161","62","34","42","48","43","9","633.2","487",41209,10927
"769","GATESHEAD",2019,70,"420",3992,12.2745490981964,379,"27","47","83","161","61","45","43","40","31","7","587.4","438.7",40898,10595
"770","GATESHEAD",2020,330,"460",5894,13.4034611469291,414,"20","65","78","185","66","c","49","37","41","c","571.1","406.3",40630,10212
"771","GATESHEAD",2021,510,"480",7834,12.6372223640541,439,"26","52","98","191","72","35","35","49","52","9","504.9","433",40526,10008
"772","GATESHEAD",2022,700,"460",9921,11.6923697207943,483,"26","82","98","200","77","38","48","45","59","11","699.9","616.5",41509,9921
"773","GATESHEAD",2023,880,"430",12007,10.9103023236445,528,"22","64","118","227","97","34","36","57","73","30","739.1","523.9",42242,9899
"774","GATESHEAD",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"650.3","409.7",NA,NA
"775","GLOUCESTERSHIRE",2010,NA,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","GLOUCESTERSHIRE",2011,NA,NA,NA,NA,483,"24","92","78","152","137","40","46","32","44","52",NA,NA,129757,33527
"777","GLOUCESTERSHIRE",2012,NA,NA,NA,NA,461,"25","85","83","144","124","33","39","21","53","36",NA,NA,129797,33958
"778","GLOUCESTERSHIRE",2013,NA,NA,NA,NA,522,"40","101","110","149","122","54","63","45","59","32","449.2","409.6",129827,34130
"779","GLOUCESTERSHIRE",2014,NA,NA,NA,NA,477,"26","76","98","153","124","41","41","35","62","42","457.5","427.4",130582,34437
"780","GLOUCESTERSHIRE",2015,NA,NA,NA,NA,522,"26","76","121","179","120","49","57","56","88","36","453.2","486.2",131392,34440
"781","GLOUCESTERSHIRE",2016,NA,NA,NA,NA,556,"32","62","143","202","117","54","60","78","91","47","499","526",132572,34586
"782","GLOUCESTERSHIRE",2017,NA,NA,NA,NA,611,"29","73","125","256","128","46","63","64","115","48","494.4","548.7",133256,34178
"783","GLOUCESTERSHIRE",2018,0,"85",6501,1.30749115520689,656,"30","66","121","283","156","47","39","48","91","56","553.5","640.7",133823,33913
"784","GLOUCESTERSHIRE",2019,26.6666666666667,"156.666666666667",12817,1.43039192738811,716,"36","89","113","289","189","58","57","50","92","56","561.8","622.7",134238,33437
"785","GLOUCESTERSHIRE",2020,143.333333333333,"153.333333333333",18990,1.56222573284184,730,"33","107","112","294","184","50","83","64","105","50","578.8","661.3",134174,32708
"786","GLOUCESTERSHIRE",2021,231.666666666667,"138.333333333333",25264,1.46453451551615,784,"38","96","131","316","203","63","44","60","96","70","535.3","573.4",134295,32034
"787","GLOUCESTERSHIRE",2022,281.666666666667,"120",32225,1.24644427204551,836,"47","108","138","334","209","65","64","60","105","72","634.2","739",136205,32225
"788","GLOUCESTERSHIRE",2023,381.666666666667,"105",39064,1.2458188272237,864,"44","118","149","321","232","60","46","48","95","74","643.7","685.1",137636,31959
"789","GLOUCESTERSHIRE",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"576.7","515.4",NA,NA
"790","GREENWICH",2010,NA,NA,NA,NA,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","GREENWICH",2011,NA,NA,NA,NA,590,"23","93","115","215","144","45","59","72","120","36",NA,NA,64843,21095
"792","GREENWICH",2012,NA,NA,NA,NA,563,"26","84","114","222","117","35","50","62","93","29",NA,NA,65550,21510
"793","GREENWICH",2013,NA,NA,NA,NA,575,"26","81","125","232","111","43","44","66","109","42","905.9","711",66526,21722
"794","GREENWICH",2014,NA,NA,NA,NA,540,"26","66","119","222","107","40","56","60","68","46","773.9","646",67282,21604
"795","GREENWICH",2015,NA,NA,NA,NA,519,"18","67","106","200","128","33","45","63","67","50","600.7","475.2",68335,21820
"796","GREENWICH",2016,NA,NA,NA,NA,518,"27","49","104","207","131","40","36","54","69","33","584.8","526.4",69221,21840
"797","GREENWICH",2017,NA,NA,NA,NA,496,"23","43","95","211","124","38","40","54","65","43","607.2","523.3",69788,21559
"798","GREENWICH",2018,0,"400",4346,9.2038656235619,497,"23","33","93","209","139","39","33","30","88","47","603.9","477.6",69974,21072
"799","GREENWICH",2019,70,"770",8262,10.1670297748729,479,"10","18","79","210","162","20","17","27","47","71","571.8","499.6",69910,20433
"800","GREENWICH",2020,470,"850",12058,10.9470890694974,461,"11","29","75","210","136","18","25","23","53","50","544.1","516.5",69739,19937
"801","GREENWICH",2021,890,"790",15177,11.0693813006523,417,"19","36","68","186","108","28","22","23","21","27","493.1","453.3",68942,18922
"802","GREENWICH",2022,1300,"750",18814,10.8961411714681,460,"20","39","69","188","144","27","14","21","43","61","517.2","548.1",68741,18814
"803","GREENWICH",2023,1640,"640",22131,10.3022909041616,414,"20","39","57","178","120","28","20","24","45","38","565.5","525.5",68348,18542
"804","GREENWICH",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"567.1","503.8",NA,NA
"805","GWYNEDD",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25207,6746
"806","GWYNEDD",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25223,6706
"807","GWYNEDD",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24885,6578
"808","GWYNEDD",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24639,6468
"809","GWYNEDD",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24571,6259
"810","GWYNEDD",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24402,6206
"811","GWYNEDD",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24064,5975
"812","GWYNEDD",2018,NA,NA,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23918,5849
"813","GWYNEDD",2019,NA,NA,2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23660,5689
"814","GWYNEDD",2020,NA,NA,3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23508,5607
"815","GWYNEDD",2021,NA,NA,4215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23129,5315
"816","GWYNEDD",2022,NA,NA,5302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23068,5302
"817","GWYNEDD",2023,NA,NA,6359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23001,5172
"818","HACKNEY",2010,NA,NA,NA,NA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","HACKNEY",2011,NA,NA,NA,NA,264,"12","28","46","109","69","17","13","21","26","x",NA,NA,59157,19055
"820","HACKNEY",2012,NA,NA,NA,NA,305,"17","42","54","121","71","21","22","31","42","24",NA,NA,60181,19460
"821","HACKNEY",2013,NA,NA,NA,NA,320,"18","46","59","119","78","24","27","27","49","50","632.9","505.6",61148,19819
"822","HACKNEY",2014,NA,NA,NA,NA,329,"12","37","59","124","97","17","15","31","58","42","693.1","474.4",61465,19822
"823","HACKNEY",2015,NA,NA,NA,NA,345,"17","38","52","142","96","25","18","16","59","44","948.5","605.2",62001,19700
"824","HACKNEY",2016,NA,NA,NA,NA,327,"10","28","46","142","101","19","18","28","63","62","939.4","598.1",62518,19654
"825","HACKNEY",2017,NA,NA,NA,NA,371,"14","27","61","152","117","28","27","43","73","75","1009.4","659.5",62280,19217
"826","HACKNEY",2018,0,"680",4144,16.4092664092664,382,"25","28","65","145","119","32","22","23","69","70","1052.7","743.6",62306,18851
"827","HACKNEY",2019,50,"1480",7985,19.1609267376331,405,"19","26","58","153","149","24","22","19","58","89","812.7","703.7",61638,18480
"828","HACKNEY",2020,310,"1860",11053,19.632678910703,431,"20","35","55","172","149","22","28","26","72","81","866.2","855",60503,17697
"829","HACKNEY",2021,660,"1950",13184,19.7967233009709,418,"16","46","55","154","147","23","20","20","52","74","x","x",58603,16264
"830","HACKNEY",2022,950,"2020",16200,18.3333333333333,405,"15","49","49","154","138","23","15","19","40","67","x","x",58116,16200
"831","HACKNEY",2023,1350,"1980",19048,17.4821503569929,392,"15","45","58","158","116","29","25","27","55","50","732.8","753.2",57321,16247
"832","HACKNEY",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"734.7","695.8",NA,NA
"833","HALTON",2010,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","HALTON",2011,NA,NA,NA,NA,127,"11","24","18","43","31","16","12","13","10","x",NA,NA,29866,8270
"835","HALTON",2012,NA,NA,NA,NA,124,"7","26","25","46","20","13","14","15","17","x",NA,NA,29599,8192
"836","HALTON",2013,NA,NA,NA,NA,145,"14","28","29","55","19","17","14","14","20","x","544.8","344.8",29541,8157
"837","HALTON",2014,NA,NA,NA,NA,211,"12","52","46","81","20","18","30","23","45","8","702","629.1",29487,8071
"838","HALTON",2015,NA,NA,NA,NA,229,"12","47","53","82","35","25","31","29","29","7","665.3","597.5",29458,7848
"839","HALTON",2016,NA,NA,NA,NA,239,"15","41","53","89","41","21","18","13","25","x","654.3","355.6",29402,7761
"840","HALTON",2017,NA,NA,NA,NA,266,"15","50","70","85","46","22","27","21","21","7","680.4","380.5",29353,7631
"841","HALTON",2018,70,"100",1442,11.7891816920943,262,"15","41","77","86","43","21","c","21","16","c","668","428.6",29428,7490
"842","HALTON",2019,180,"200",2837,13.3944307366937,265,"10","37","76","99","43","17","c","14","18","c","722.4","526.6",29338,7350
"843","HALTON",2020,410,"200",4181,14.589811049988,277,"17","37","64","117","42","21","21","14","28","9","710.8","565.4",29110,7150
"844","HALTON",2021,580,"180",5433,13.9885882569483,307,"11","55","62","128","51","16","22","13","18","16","589.6","477.9",28889,6911
"845","HALTON",2022,720,"160",6853,12.8410914927769,369,"16","65","58","141","89","24","33","20","45","45","696.1","646.4",29040,6853
"846","HALTON",2023,880,"140",8213,12.4193352002922,386,"22","64","88","147","65","29","32","34","29","23","749.4","646.7",29042,6753
"847","HALTON",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"694.1","600.7",NA,NA
"848","HAMMERSMITH AND FULHAM",2010,NA,NA,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","HAMMERSMITH AND FULHAM",2011,NA,NA,NA,NA,252,"9","43","45","94","61","12","19","26","25","11",NA,NA,34092,11853
"850","HAMMERSMITH AND FULHAM",2012,NA,NA,NA,NA,225,"14","25","42","83","60","17","8","15","26","21",NA,NA,34445,11788
"851","HAMMERSMITH AND FULHAM",2013,NA,NA,NA,NA,236,"12","30","36","82","76","19","15","11","25","34","853.1","574.5",34579,11670
"852","HAMMERSMITH AND FULHAM",2014,NA,NA,NA,NA,200,"7","25","30","81","57","19","19","19","38","27","830.4","540.9",34554,11372
"853","HAMMERSMITH AND FULHAM",2015,NA,NA,NA,NA,185,"8","11","26","75","65","14","7","9","35","32","728.1","596.2",34253,10922
"854","HAMMERSMITH AND FULHAM",2016,NA,NA,NA,NA,198,"10","12","23","84","69","14","12","21","39","33","842.8","515.8",34363,10788
"855","HAMMERSMITH AND FULHAM",2017,NA,NA,NA,NA,215,"6","8","27","83","91","14","7","18","36","38","841.1","595.5",34751,10625
"856","HAMMERSMITH AND FULHAM",2018,30,"120",2261,6.63423264042459,226,"8","11","26","91","90","11","9","15","42","42","651.1","532.1",34817,10442
"857","HAMMERSMITH AND FULHAM",2019,90,"230",4262,7.50821210699202,246,"8","24","33","90","91","13","30","25","44","58","768.3","463.4",34637,10100
"858","HAMMERSMITH AND FULHAM",2020,210,"250",5918,7.77289624873268,256,"12","28","38","74","104","17","24","26","38","46","554.1","505.9",34052,9726
"859","HAMMERSMITH AND FULHAM",2021,370,"240",7258,8.40451915128135,244,"13","31","34","75","91","16","12","9","37","39","693.6","490",33439,9035
"860","HAMMERSMITH AND FULHAM",2022,480,"240",9188,7.83630822812364,215,"9","23","36","66","81","14","10","6","29","45","701.8","592.4",33801,9188
"861","HAMMERSMITH AND FULHAM",2023,580,"220",10881,7.35226541678155,212,"10","20","39","64","79","11","16","13","29","42","689.8","548",33455,9237
"862","HAMMERSMITH AND FULHAM",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"629.2","496.4",NA,NA
"863","HAMPSHIRE",2010,NA,NA,NA,NA,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","HAMPSHIRE",2011,NA,NA,NA,NA,1083,"43","190","184","449","216","69","85","69","161","48",NA,NA,296694,77418
"865","HAMPSHIRE",2012,NA,NA,NA,NA,1103,"41","191","188","436","247","64","103","81","169","54",NA,NA,297357,78398
"866","HAMPSHIRE",2013,NA,NA,NA,NA,1131,"78","159","201","429","264","96","79","79","178","48","389","366.8",296731,78142
"867","HAMPSHIRE",2014,NA,NA,NA,NA,1267,"58","213","243","478","275","88","112","102","184","63","543.1","578.4",296434,77945
"868","HAMPSHIRE",2015,NA,NA,NA,NA,1341,"69","194","289","507","282","101","119","127","183","68","480.8","598.6",296168,77325
